transaction_id,customer_id,timestamp,category,amount_usd,payment_method,status
TXN-100592,CUST-69556,2026-03-06 13:51:39,Apparel,15.68,Credit Card,Approved
TXN-100593,CUST-47527,2026-01-25 04:10:20,Home & Kitchen,370.7,Apple Pay,Approved
TXN-100594,CUST-77611,2026-01-25 02:17:53,Electronics,796.27,Apple Pay,Approved
TXN-100595,CUST-93439,2025-11-18 15:10:24,Electronics,1042.8,Credit Card,Approved
TXN-100596,CUST-58415,2025-06-26 16:25:02,Beauty,73.56,Bank Transfer,Approved
TXN-100597,CUST-28837,2026-03-23 23:00:09,Books,44.93,Apple Pay,Approved
TXN-100598,CUST-57442,2026-02-26 08:17:36,Home & Kitchen,41.29,Apple Pay,Approved
TXN-100599,CUST-89129,2025-11-14 19:56:20,Electronics,71.39,Credit Card,Approved
TXN-100600,CUST-96745,2025-12-15 14:30:11,Home & Kitchen,180.83,PayPal,Approved
TXN-100601,CUST-52597,2026-03-13 22:33:25,Beauty,119.25,Apple Pay,Approved
TXN-100602,CUST-24822,2025-11-20 21:36:24,Books,40.53,Apple Pay,Approved
TXN-100603,CUST-82179,2025-11-14 00:33:47,Beauty,195.7,Apple Pay,Approved
TXN-100604,CUST-96542,2025-11-17 07:18:09,Beauty,110.63,Apple Pay,Approved
TXN-100605,CUST-15138,2026-02-17 04:38:19,Beauty,100.4,Apple Pay,Approved
TXN-100606,CUST-61720,2026-02-16 23:19:16,Apparel,69.11,Credit Card,Declined
TXN-100607,CUST-60755,2025-09-23 14:41:23,Apparel,31.5,PayPal,Approved
TXN-100608,CUST-17795,2026-03-03 21:23:31,Apparel,49.98,PayPal,Approved
TXN-100609,CUST-30635,2025-10-08 12:15:35,Apparel,132.56,PayPal,Approved
TXN-100610,CUST-38065,2026-01-25 09:09:28,Electronics,453.45,Bank Transfer,Approved
TXN-100611,CUST-76711,2025-10-09 04:10:53,Books,18.53,Bank Transfer,Approved
TXN-100612,CUST-49391,2026-04-17 18:06:36,Apparel,58.72,Credit Card,Approved
TXN-100613,CUST-52597,2026-05-02 17:15:27,Electronics,125.25,Bank Transfer,Approved
TXN-100614,CUST-26776,2026-03-04 08:47:42,Home & Kitchen,42.79,Bank Transfer,Approved
TXN-100615,CUST-63238,2025-10-10 13:22:07,Books,47.8,PayPal,Approved
TXN-100616,CUST-95154,2025-09-29 15:22:08,Home & Kitchen,27.89,PayPal,Approved
TXN-100617,CUST-24290,2025-10-29 14:54:21,Home & Kitchen,97.22,Apple Pay,Approved
TXN-100618,CUST-98663,2025-12-31 04:16:35,Books,18.66,PayPal,Approved
TXN-100619,CUST-59311,2025-06-05 15:51:06,Home & Kitchen,382.62,Apple Pay,Approved
TXN-100620,CUST-28597,2025-12-09 12:24:16,Electronics,431.26,PayPal,Approved
TXN-100621,CUST-23943,2026-04-28 10:17:50,Home & Kitchen,279.45,Bank Transfer,Approved
TXN-100622,CUST-69288,2025-06-16 18:26:02,Beauty,19.9,Apple Pay,Approved
TXN-100623,CUST-64756,2026-04-14 20:34:54,Books,17.29,Apple Pay,Approved
TXN-100624,CUST-85119,2025-12-19 07:47:26,Electronics,975.77,Credit Card,Approved
TXN-100625,CUST-35855,2026-05-23 17:04:25,Home & Kitchen,77.3,Credit Card,Approved
TXN-100626,CUST-98433,2026-02-12 09:02:32,Apparel,77.7,Bank Transfer,Approved
TXN-100627,CUST-13469,2026-02-10 20:57:53,Books,45.28,Credit Card,Declined
TXN-100628,CUST-18438,2026-02-23 08:39:52,Apparel,42.19,Credit Card,Approved
TXN-100629,CUST-19584,2025-10-25 03:45:19,Apparel,83.15,Bank Transfer,Approved
TXN-100630,CUST-72200,2025-07-06 09:35:03,Electronics,887.78,Apple Pay,Approved
TXN-100631,CUST-40327,2026-04-01 12:15:06,Electronics,188.53,PayPal,Approved
TXN-100632,CUST-52868,2026-04-09 17:30:39,Books,10.1,PayPal,Approved
TXN-100633,CUST-91877,2026-02-11 18:42:38,Beauty,105.14,Apple Pay,Approved
TXN-100634,CUST-52497,2025-08-11 19:20:18,Books,48.29,PayPal,Approved
TXN-100635,CUST-56105,2025-11-22 17:30:00,Apparel,113.74,PayPal,Approved
TXN-100636,CUST-82016,2025-11-28 05:55:10,Home & Kitchen,122.22,PayPal,Approved
TXN-100637,CUST-93094,2025-10-04 06:57:09,Electronics,519.34,Apple Pay,Approved
TXN-100638,CUST-86119,2025-11-19 02:40:02,Electronics,424.57,Bank Transfer,Approved
TXN-100639,CUST-36066,2025-11-07 10:26:58,Home & Kitchen,228.55,Apple Pay,Approved
TXN-100640,CUST-10373,2026-05-17 11:13:12,Books,22.73,PayPal,Approved
TXN-100641,CUST-68933,2026-01-08 07:20:19,Books,45.27,Credit Card,Approved
TXN-100642,CUST-48732,2026-05-15 22:19:57,Beauty,105.2,Bank Transfer,Declined
TXN-100643,CUST-48732,2026-04-21 02:32:00,Apparel,104.56,Credit Card,Approved
TXN-100644,CUST-63238,2025-07-28 03:08:55,Electronics,516.69,Bank Transfer,Approved
TXN-100645,CUST-56411,2026-03-02 00:42:28,Home & Kitchen,193.09,Bank Transfer,Approved
TXN-100646,CUST-91967,2025-10-10 12:46:45,Books,30.41,Bank Transfer,Approved
TXN-100647,CUST-45928,2025-12-28 12:25:18,Books,24.21,Apple Pay,Approved
TXN-100648,CUST-52031,2025-12-15 23:32:48,Home & Kitchen,47.36,PayPal,Approved
TXN-100649,CUST-96218,2026-02-18 12:17:34,Beauty,155.42,Bank Transfer,Approved
TXN-100650,CUST-73503,2025-09-11 04:10:57,Home & Kitchen,218.38,PayPal,Approved
TXN-100651,CUST-87394,2026-01-26 22:12:07,Electronics,1116.43,PayPal,Approved
TXN-100652,CUST-38065,2025-10-06 07:55:52,Apparel,124.8,PayPal,Approved
TXN-100653,CUST-90914,2026-03-06 02:15:58,Books,17.11,Credit Card,Approved
TXN-100654,CUST-49637,2025-11-20 14:36:10,Books,24.47,Bank Transfer,Approved
TXN-100655,CUST-27251,2026-01-14 07:04:05,Books,16.15,Credit Card,Approved
TXN-100656,CUST-48698,2026-05-23 07:05:48,Home & Kitchen,271.94,Apple Pay,Approved
TXN-100657,CUST-23607,2025-09-03 16:40:17,Electronics,366.27,Bank Transfer,Approved
TXN-100658,CUST-66513,2025-05-26 01:48:48,Electronics,566.71,PayPal,Approved
TXN-100659,CUST-65224,2026-04-16 10:41:43,Beauty,38.48,Apple Pay,Approved
TXN-100660,CUST-27967,2025-12-02 00:51:06,Beauty,135.45,Apple Pay,Approved
TXN-100661,CUST-60772,2026-01-15 07:40:22,Books,20.11,Credit Card,Approved
TXN-100662,CUST-88894,2026-03-23 15:50:47,Home & Kitchen,41.94,Apple Pay,Approved
TXN-100663,CUST-43073,2026-04-14 13:14:52,Home & Kitchen,117.14,Bank Transfer,Approved
TXN-100664,CUST-35652,2025-10-12 06:58:47,Beauty,130.87,PayPal,Approved
TXN-100665,CUST-57156,2026-05-19 22:07:44,Books,48.33,Apple Pay,Approved
TXN-100666,CUST-37395,2025-10-13 22:35:37,Electronics,875.01,Credit Card,Approved
TXN-100667,CUST-67098,2026-02-13 18:08:30,Home & Kitchen,388.52,Apple Pay,Approved
TXN-100668,CUST-99764,2026-03-24 03:33:05,Apparel,67.02,PayPal,Approved
TXN-100669,CUST-37782,2025-10-03 19:53:28,Beauty,80.75,Apple Pay,Approved
TXN-100670,CUST-76711,2025-10-24 16:15:47,Electronics,141.93,Bank Transfer,Approved
TXN-100671,CUST-52868,2025-10-05 04:36:47,Books,29.86,Credit Card,Approved
TXN-100672,CUST-52893,2025-09-26 06:41:28,Beauty,117.06,Bank Transfer,Approved
TXN-100673,CUST-87276,2025-10-21 19:11:28,Books,17.05,Bank Transfer,Approved
TXN-100674,CUST-27967,2026-03-29 23:44:41,Apparel,84.09,PayPal,Approved
TXN-100675,CUST-55026,2025-06-15 11:21:43,Apparel,69.23,Apple Pay,Approved
TXN-100676,CUST-47441,2026-05-20 15:52:44,Home & Kitchen,312.31,Credit Card,Approved
TXN-100677,CUST-35652,2026-03-09 02:05:39,Apparel,129.47,Credit Card,Approved
TXN-100678,CUST-72228,2025-12-14 16:01:10,Books,13.53,Bank Transfer,Approved
TXN-100679,CUST-23751,2026-01-13 21:32:50,Apparel,110.99,Credit Card,Approved
TXN-100680,CUST-56411,2025-09-10 18:04:50,Books,43.74,Bank Transfer,Approved
TXN-100681,CUST-68424,2026-02-27 14:34:34,Electronics,1052.72,Apple Pay,Approved
TXN-100682,CUST-97735,2026-04-08 13:48:01,Beauty,196.62,Apple Pay,Approved
TXN-100683,CUST-47841,2025-10-10 19:40:58,Home & Kitchen,52.91,Apple Pay,Approved
TXN-100684,CUST-17795,2025-11-22 16:04:56,Books,30.44,Credit Card,Approved
TXN-100685,CUST-49312,2025-08-12 06:27:27,Home & Kitchen,114.44,Bank Transfer,Approved
TXN-100686,CUST-73503,2025-08-23 21:27:17,Beauty,58.85,Credit Card,Approved
TXN-100687,CUST-16165,2026-03-31 12:50:59,Beauty,133.93,Bank Transfer,Approved
TXN-100688,CUST-25972,2026-01-13 21:12:40,Beauty,36.84,Apple Pay,Approved
TXN-100689,CUST-36459,2025-11-03 15:32:31,Books,46.78,Credit Card,Approved
TXN-100690,CUST-79792,2026-01-13 04:16:32,Home & Kitchen,23.23,Apple Pay,Approved
TXN-100691,CUST-19584,2025-07-30 23:25:48,Home & Kitchen,103.48,PayPal,Approved
TXN-100692,CUST-25972,2025-05-25 16:35:22,Apparel,123.33,Bank Transfer,Approved
TXN-100693,CUST-74568,2025-10-01 19:16:17,Books,18.15,PayPal,Approved
TXN-100694,CUST-17172,2025-12-20 10:09:37,Electronics,106.31,Credit Card,Approved
TXN-100695,CUST-24822,2025-07-30 18:27:19,Beauty,104.46,PayPal,Approved
TXN-100696,CUST-24823,2025-12-08 05:04:12,Apparel,105.97,Apple Pay,Approved
TXN-100697,CUST-60772,2025-09-20 01:51:44,Apparel,87.15,PayPal,Approved
TXN-100698,CUST-96576,2025-08-28 05:13:48,Electronics,585.51,Credit Card,Approved
TXN-100699,CUST-75239,2026-02-18 15:04:58,Electronics,526.89,Apple Pay,Approved
TXN-100700,CUST-28764,2025-10-03 02:38:48,Books,37.44,Credit Card,Approved
TXN-100701,CUST-96218,2026-02-19 10:55:09,Apparel,20.64,Apple Pay,Approved
TXN-100702,CUST-65224,2026-02-22 01:46:55,Apparel,133.09,PayPal,Approved
TXN-100703,CUST-24472,2025-10-08 11:56:13,Home & Kitchen,143.27,PayPal,Approved
TXN-100704,CUST-92854,2025-06-04 21:29:50,Apparel,67.85,Bank Transfer,Approved
TXN-100705,CUST-90914,2026-03-28 03:58:53,Home & Kitchen,104.88,Credit Card,Approved
TXN-100706,CUST-15543,2025-12-11 18:28:31,Books,15.96,Apple Pay,Approved
TXN-100707,CUST-20694,2025-12-22 04:29:43,Books,14.57,Credit Card,Approved
TXN-100708,CUST-52597,2026-01-29 16:34:50,Apparel,149.48,Credit Card,Approved
TXN-100709,CUST-94843,2025-12-10 17:17:18,Books,23.92,Bank Transfer,Approved
TXN-100710,CUST-57068,2026-04-20 15:08:40,Electronics,280.59,Apple Pay,Approved
TXN-100711,CUST-14967,2025-05-27 12:44:53,Beauty,112.74,PayPal,Approved
TXN-100712,CUST-28829,2026-05-13 01:56:12,Home & Kitchen,311.75,PayPal,Approved
TXN-100713,CUST-87251,2026-01-04 10:19:27,Home & Kitchen,32.31,Credit Card,Approved
TXN-100714,CUST-14314,2025-10-20 02:24:27,Apparel,142.49,Credit Card,Approved
TXN-100715,CUST-93439,2026-04-20 16:57:19,Home & Kitchen,153.09,Apple Pay,Approved
TXN-100716,CUST-92754,2026-04-16 09:15:02,Home & Kitchen,87.97,Apple Pay,Approved
TXN-100717,CUST-29177,2025-12-28 03:48:16,Electronics,882.23,Credit Card,Approved
TXN-100718,CUST-54997,2025-05-27 20:09:41,Apparel,95.41,Credit Card,Approved
TXN-100719,CUST-18426,2026-01-07 01:06:48,Beauty,120.06,PayPal,Approved
TXN-100720,CUST-87276,2025-10-21 20:51:08,Beauty,169.07,PayPal,Approved
TXN-100721,CUST-96542,2025-12-19 22:11:35,Apparel,104.47,Credit Card,Approved
TXN-100722,CUST-36254,2026-03-23 14:38:22,Books,22.14,Credit Card,Approved
TXN-100723,CUST-49458,2025-07-11 11:27:21,Apparel,30.8,Credit Card,Approved
TXN-100724,CUST-23050,2026-03-28 17:49:42,Books,19.84,Credit Card,Approved
TXN-100725,CUST-31293,2025-09-14 18:24:26,Home & Kitchen,159.42,Bank Transfer,Approved
TXN-100726,CUST-17795,2025-08-24 02:44:26,Apparel,148.39,PayPal,Approved
TXN-100727,CUST-57068,2025-06-06 23:07:39,Electronics,67.38,Bank Transfer,Approved
TXN-100728,CUST-28187,2025-07-02 06:21:06,Beauty,50.08,Credit Card,Approved
TXN-100729,CUST-98433,2025-08-30 03:20:03,Apparel,35.74,Credit Card,Approved
TXN-100730,CUST-56354,2025-12-03 12:50:36,Books,34.97,Credit Card,Approved
TXN-100731,CUST-65616,2026-05-02 14:16:35,Beauty,51.35,Credit Card,Approved
TXN-100732,CUST-36458,2025-07-26 03:05:32,Apparel,24.86,Credit Card,Approved
TXN-100733,CUST-18426,2025-09-06 21:27:40,Apparel,98.46,Apple Pay,Approved
TXN-100734,CUST-49332,2025-10-07 13:50:26,Electronics,982.13,PayPal,Approved
TXN-100735,CUST-15138,2026-01-13 02:14:01,Home & Kitchen,377.32,Bank Transfer,Approved
TXN-100736,CUST-18094,2025-09-30 13:13:03,Electronics,956.91,PayPal,Approved
TXN-100737,CUST-61720,2026-01-23 23:42:29,Home & Kitchen,312.67,PayPal,Approved
TXN-100738,CUST-85119,2025-07-18 05:40:40,Home & Kitchen,289.27,Credit Card,Approved
TXN-100739,CUST-28187,2025-06-09 07:50:39,Books,11.51,Apple Pay,Approved
TXN-100740,CUST-63238,2025-12-22 01:34:19,Electronics,914.18,PayPal,Approved
TXN-100741,CUST-24866,2026-02-12 16:28:15,Electronics,1022.58,Credit Card,Approved
TXN-100742,CUST-82179,2025-07-12 05:20:45,Home & Kitchen,241.46,Bank Transfer,Approved
TXN-100743,CUST-26776,2025-06-10 21:09:47,Books,15.4,Apple Pay,Approved
TXN-100744,CUST-30635,2026-01-23 14:20:35,Electronics,906.71,PayPal,Approved
TXN-100745,CUST-17172,2025-06-17 06:16:20,Books,43.01,Apple Pay,Approved
TXN-100746,CUST-91967,2026-04-27 10:08:25,Beauty,111.02,Credit Card,Approved
TXN-100747,CUST-76972,2026-01-31 13:42:56,Home & Kitchen,305.27,PayPal,Approved
TXN-100748,CUST-15543,2025-07-21 22:13:11,Beauty,97.0,Bank Transfer,Approved
TXN-100749,CUST-90329,2025-10-20 21:37:53,Electronics,500.82,Apple Pay,Approved
TXN-100750,CUST-67908,2025-06-13 16:08:26,Books,26.25,Apple Pay,Approved
TXN-100751,CUST-61535,2025-06-25 08:53:42,Beauty,181.79,Apple Pay,Approved
TXN-100752,CUST-99391,2025-09-29 20:24:41,Home & Kitchen,205.84,Credit Card,Approved
TXN-100753,CUST-17583,2026-04-09 20:29:58,Books,26.75,Bank Transfer,Approved
TXN-100754,CUST-55453,2026-04-21 13:28:34,Home & Kitchen,227.25,Bank Transfer,Approved
TXN-100755,CUST-51851,2026-02-23 10:13:19,Books,34.77,Credit Card,Approved
TXN-100756,CUST-48922,2026-01-12 03:33:14,Apparel,109.66,PayPal,Approved
TXN-100757,CUST-68561,2025-12-23 16:48:13,Apparel,107.2,PayPal,Approved
TXN-100758,CUST-68933,2025-11-26 22:12:26,Home & Kitchen,146.41,PayPal,Approved
TXN-100759,CUST-18022,2026-01-18 21:44:36,Home & Kitchen,358.15,Bank Transfer,Approved
TXN-100760,CUST-49312,2025-11-21 17:12:44,Books,22.74,PayPal,Approved
TXN-100761,CUST-73503,2025-10-16 13:56:55,Apparel,67.78,PayPal,Approved
TXN-100762,CUST-72228,2026-03-25 22:58:30,Apparel,76.37,Apple Pay,Approved
TXN-100763,CUST-69638,2025-09-11 06:22:40,Home & Kitchen,276.97,Bank Transfer,Declined
TXN-100764,CUST-35855,2025-10-19 12:46:48,Home & Kitchen,273.2,Apple Pay,Approved
TXN-100765,CUST-67236,2026-01-27 10:11:41,Home & Kitchen,383.98,Bank Transfer,Approved
TXN-100766,CUST-21167,2026-05-11 09:51:49,Beauty,163.65,Bank Transfer,Approved
TXN-100767,CUST-84752,2025-09-27 04:31:25,Home & Kitchen,282.8,Credit Card,Approved
TXN-100768,CUST-17795,2025-10-29 12:46:22,Books,27.91,PayPal,Approved
TXN-100769,CUST-79792,2025-10-18 03:42:21,Beauty,152.47,Apple Pay,Approved
TXN-100770,CUST-80402,2025-08-09 01:04:57,Apparel,15.95,Apple Pay,Approved
TXN-100771,CUST-87394,2025-09-30 21:51:45,Apparel,94.32,Credit Card,Approved
TXN-100772,CUST-80252,2026-03-08 16:56:44,Apparel,115.9,Apple Pay,Approved
TXN-100773,CUST-58415,2025-07-31 22:22:38,Apparel,54.31,Bank Transfer,Approved
TXN-100774,CUST-56411,2025-11-14 17:45:47,Books,35.95,Bank Transfer,Approved
TXN-100775,CUST-84752,2025-09-05 01:41:18,Home & Kitchen,282.52,PayPal,Approved
TXN-100776,CUST-61739,2025-12-21 12:10:15,Beauty,104.19,Apple Pay,Approved
TXN-100777,CUST-73436,2026-03-02 18:15:58,Apparel,42.11,Credit Card,Approved
TXN-100778,CUST-23943,2025-07-05 12:46:32,Home & Kitchen,300.57,Apple Pay,Approved
TXN-100779,CUST-63238,2025-11-17 23:42:59,Electronics,725.36,Apple Pay,Declined
TXN-100780,CUST-76355,2025-07-31 19:43:32,Apparel,51.77,Bank Transfer,Approved
TXN-100781,CUST-15543,2026-01-15 10:32:20,Beauty,70.97,Credit Card,Approved
TXN-100782,CUST-92748,2026-01-26 21:02:43,Home & Kitchen,157.48,Bank Transfer,Approved
TXN-100783,CUST-86119,2025-08-13 03:04:47,Electronics,284.57,Bank Transfer,Approved
TXN-100784,CUST-88790,2025-08-16 13:05:37,Books,35.48,Apple Pay,Approved
TXN-100785,CUST-64756,2025-09-12 00:42:14,Apparel,52.65,Bank Transfer,Approved
TXN-100786,CUST-98433,2025-09-21 05:58:30,Electronics,366.7,Bank Transfer,Approved
TXN-100787,CUST-38065,2026-04-15 08:50:47,Home & Kitchen,343.54,Bank Transfer,Approved
TXN-100788,CUST-72270,2026-04-08 13:14:14,Electronics,97.53,Apple Pay,Approved
TXN-100789,CUST-99764,2026-03-09 09:28:54,Beauty,188.59,PayPal,Approved
TXN-100790,CUST-73927,2025-10-15 04:52:25,Electronics,1056.94,Bank Transfer,Approved
TXN-100791,CUST-61739,2025-11-07 07:48:03,Electronics,1119.54,PayPal,Approved
TXN-100792,CUST-12004,2025-08-05 19:46:47,Electronics,940.8,Apple Pay,Approved
TXN-100793,CUST-10373,2025-11-08 10:11:06,Books,29.99,PayPal,Approved
TXN-100794,CUST-67098,2026-05-06 15:05:07,Apparel,86.79,Apple Pay,Approved
TXN-100795,CUST-35855,2025-06-26 16:11:10,Apparel,60.73,Bank Transfer,Approved
TXN-100796,CUST-76972,2025-10-15 08:40:04,Beauty,10.59,PayPal,Approved
TXN-100797,CUST-90329,2025-08-03 16:38:34,Books,26.15,Apple Pay,Approved
TXN-100798,CUST-54997,2026-03-28 22:56:17,Apparel,35.41,PayPal,Approved
TXN-100799,CUST-88790,2025-09-11 10:12:29,Electronics,1083.09,Bank Transfer,Approved
TXN-100800,CUST-17583,2025-11-18 07:57:43,Home & Kitchen,69.89,Bank Transfer,Approved
TXN-100801,CUST-52031,2025-06-12 08:03:40,Home & Kitchen,290.57,Apple Pay,Approved
TXN-100802,CUST-94423,2026-01-31 13:29:26,Apparel,137.02,Apple Pay,Approved
TXN-100803,CUST-20694,2025-11-28 01:33:23,Beauty,195.22,Apple Pay,Approved
TXN-100804,CUST-79239,2026-03-12 20:22:20,Beauty,23.71,Apple Pay,Approved
TXN-100805,CUST-57746,2026-02-11 20:00:39,Electronics,576.4,Bank Transfer,Approved
TXN-100806,CUST-50752,2026-02-20 03:10:49,Beauty,21.23,Credit Card,Approved
TXN-100807,CUST-18426,2025-08-28 07:15:23,Beauty,167.2,PayPal,Approved
TXN-100808,CUST-77015,2025-08-23 23:14:56,Home & Kitchen,386.59,PayPal,Approved
TXN-100809,CUST-57746,2025-12-28 15:38:39,Beauty,160.76,Credit Card,Approved
TXN-100810,CUST-18022,2025-06-11 07:36:39,Apparel,18.83,Bank Transfer,Approved
TXN-100811,CUST-34398,2026-05-01 12:17:26,Electronics,1147.7,Credit Card,Approved
TXN-100812,CUST-18438,2026-02-11 12:16:00,Electronics,510.16,Bank Transfer,Approved
TXN-100813,CUST-18022,2025-11-20 13:33:20,Electronics,974.8,Apple Pay,Approved
TXN-100814,CUST-52597,2025-10-03 07:25:39,Home & Kitchen,47.13,PayPal,Approved
TXN-100815,CUST-68572,2025-06-21 14:33:38,Books,48.77,Bank Transfer,Approved
TXN-100816,CUST-97735,2025-12-12 19:47:22,Home & Kitchen,253.96,PayPal,Approved
TXN-100817,CUST-28597,2026-03-02 16:27:03,Apparel,25.32,Credit Card,Approved
TXN-100818,CUST-44575,2025-07-06 06:10:35,Apparel,121.68,Apple Pay,Approved
TXN-100819,CUST-36459,2025-06-29 12:17:53,Beauty,153.55,Apple Pay,Approved
TXN-100820,CUST-91967,2026-01-29 17:41:12,Electronics,1107.94,Credit Card,Approved
TXN-100821,CUST-40327,2025-11-11 23:05:52,Home & Kitchen,98.14,Apple Pay,Approved
TXN-100822,CUST-17795,2026-03-09 10:51:42,Home & Kitchen,258.48,Apple Pay,Approved
TXN-100823,CUST-99764,2025-10-21 14:47:25,Home & Kitchen,60.0,Apple Pay,Approved
TXN-100824,CUST-91358,2026-05-18 02:19:40,Electronics,975.16,Credit Card,Approved
TXN-100825,CUST-49332,2026-04-08 01:07:11,Electronics,1036.85,Bank Transfer,Approved
TXN-100826,CUST-74500,2025-09-18 16:45:42,Electronics,1098.48,Bank Transfer,Approved
TXN-100827,CUST-47090,2025-12-06 06:57:54,Apparel,129.75,Apple Pay,Approved
TXN-100828,CUST-93094,2025-12-24 16:23:13,Books,18.37,Credit Card,Approved
TXN-100829,CUST-21167,2025-11-04 20:15:55,Apparel,110.88,Bank Transfer,Approved
TXN-100830,CUST-75453,2026-03-19 01:04:31,Books,16.44,Bank Transfer,Approved
TXN-100831,CUST-35855,2026-02-05 21:48:23,Apparel,16.74,Bank Transfer,Approved
TXN-100832,CUST-95154,2026-03-19 07:11:03,Electronics,985.18,Credit Card,Declined
TXN-100833,CUST-37722,2025-08-24 16:41:22,Electronics,284.55,Credit Card,Approved
TXN-100834,CUST-73503,2025-11-24 17:18:53,Home & Kitchen,148.61,Bank Transfer,Approved
TXN-100835,CUST-74500,2025-12-08 20:07:52,Apparel,15.99,Apple Pay,Approved
TXN-100836,CUST-77663,2025-12-23 10:52:58,Electronics,162.77,PayPal,Approved
TXN-100837,CUST-44575,2025-05-30 04:43:15,Books,32.88,Bank Transfer,Approved
TXN-100838,CUST-65224,2026-03-16 23:46:36,Electronics,705.68,Bank Transfer,Approved
TXN-100839,CUST-73559,2025-11-03 23:25:37,Books,36.08,PayPal,Approved
TXN-100840,CUST-21047,2025-07-21 09:20:13,Books,37.68,PayPal,Approved
TXN-100841,CUST-68561,2026-04-01 13:58:59,Books,33.96,PayPal,Approved
TXN-100842,CUST-37339,2025-12-13 13:44:01,Apparel,15.66,PayPal,Approved
TXN-100843,CUST-91877,2026-02-18 17:48:23,Electronics,329.02,PayPal,Approved
TXN-100844,CUST-60772,2026-02-18 13:30:31,Electronics,93.78,PayPal,Approved
TXN-100845,CUST-21167,2026-01-06 18:30:48,Apparel,119.67,Bank Transfer,Approved
TXN-100846,CUST-83601,2026-04-23 05:05:20,Electronics,226.42,Credit Card,Approved
TXN-100847,CUST-65224,2025-06-13 17:55:14,Electronics,264.98,PayPal,Approved
TXN-100848,CUST-94067,2025-09-23 00:43:14,Beauty,71.42,Bank Transfer,Approved
TXN-100849,CUST-43073,2025-07-23 03:23:04,Electronics,132.96,Credit Card,Approved
TXN-100850,CUST-88790,2026-01-11 16:22:19,Beauty,127.77,Credit Card,Approved
TXN-100851,CUST-28764,2025-08-12 11:58:17,Electronics,810.66,Bank Transfer,Approved
TXN-100852,CUST-88026,2025-06-03 16:00:53,Electronics,693.88,PayPal,Approved
TXN-100853,CUST-67003,2025-07-13 02:33:23,Beauty,164.19,Credit Card,Approved
TXN-100854,CUST-25972,2025-07-27 00:43:25,Apparel,105.68,Credit Card,Declined
TXN-100855,CUST-36066,2025-12-07 15:32:30,Beauty,76.98,PayPal,Approved
TXN-100856,CUST-64126,2025-11-06 15:22:22,Electronics,153.25,Apple Pay,Approved
TXN-100857,CUST-71558,2025-11-10 00:10:27,Home & Kitchen,76.17,Apple Pay,Approved
TXN-100858,CUST-89437,2025-05-28 19:04:40,Apparel,15.94,Credit Card,Approved
TXN-100859,CUST-92748,2025-12-03 06:19:50,Beauty,50.64,Bank Transfer,Approved
TXN-100860,CUST-96218,2025-08-24 22:03:49,Beauty,119.16,Credit Card,Approved
TXN-100861,CUST-63952,2025-06-26 17:18:34,Electronics,1012.77,Credit Card,Approved
TXN-100862,CUST-66083,2025-06-14 00:51:18,Apparel,129.75,Credit Card,Approved
TXN-100863,CUST-35206,2025-07-18 10:55:16,Beauty,189.12,PayPal,Approved
TXN-100864,CUST-55004,2025-10-17 17:31:09,Home & Kitchen,341.59,Bank Transfer,Approved
TXN-100865,CUST-74680,2025-07-24 05:22:40,Apparel,74.79,Bank Transfer,Declined
TXN-100866,CUST-71558,2025-11-09 15:04:20,Beauty,169.0,Apple Pay,Declined
TXN-100867,CUST-50752,2025-07-23 02:05:42,Apparel,16.78,Apple Pay,Approved
TXN-100868,CUST-24290,2026-02-16 19:03:48,Beauty,178.39,Apple Pay,Approved
TXN-100869,CUST-52445,2026-04-09 05:47:57,Apparel,135.13,PayPal,Approved
TXN-100870,CUST-72228,2025-09-19 13:23:55,Electronics,999.26,Apple Pay,Approved
TXN-100871,CUST-48698,2025-06-19 13:14:37,Electronics,667.87,PayPal,Approved
TXN-100872,CUST-69288,2026-05-11 20:29:00,Beauty,20.15,PayPal,Approved
TXN-100873,CUST-21167,2025-06-24 01:11:44,Books,47.26,Credit Card,Approved
TXN-100874,CUST-29543,2026-01-16 17:18:00,Apparel,44.44,Credit Card,Approved
TXN-100875,CUST-67098,2026-02-24 15:46:45,Home & Kitchen,183.93,PayPal,Approved
TXN-100876,CUST-52031,2025-11-16 17:38:10,Books,34.57,Apple Pay,Approved
TXN-100877,CUST-98433,2026-04-14 19:06:22,Books,19.94,Credit Card,Approved
TXN-100878,CUST-35652,2025-07-17 03:10:17,Apparel,101.55,PayPal,Approved
TXN-100879,CUST-50956,2026-02-11 11:29:58,Electronics,737.54,Apple Pay,Approved
TXN-100880,CUST-60405,2026-04-20 15:08:03,Electronics,889.04,Credit Card,Approved
TXN-100881,CUST-96542,2026-04-16 23:31:22,Electronics,213.57,Bank Transfer,Approved
TXN-100882,CUST-29543,2026-03-30 10:43:24,Beauty,140.63,Bank Transfer,Approved
TXN-100883,CUST-94740,2025-10-30 17:27:03,Electronics,343.18,PayPal,Approved
TXN-100884,CUST-67236,2025-11-27 05:48:39,Electronics,1040.5,Apple Pay,Approved
TXN-100885,CUST-61739,2026-03-30 07:21:18,Apparel,19.14,PayPal,Approved
TXN-100886,CUST-52893,2025-10-10 01:05:20,Apparel,123.39,Apple Pay,Approved
TXN-100887,CUST-60755,2025-08-25 13:14:54,Electronics,1022.5,Credit Card,Approved
TXN-100888,CUST-89129,2025-06-04 18:57:53,Beauty,69.27,Credit Card,Approved
